onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
34.66	n/a	17330	surroundSuppB1_start	93	n/a	n/a	n/a
36.202	n/a	18101	fixpoint_ON	4	n/a	n/a	n/a
36.72	2.4	18360	stim_ON	8	1	0	2
39.628	n/a	19814	fixpoint_ON	4	n/a	n/a	n/a
40.138	2.4	20069	stim_ON	8	1	0.3	3
43.048	n/a	21524	fixpoint_ON	4	n/a	n/a	n/a
43.558	2.4	21779	stim_ON	8	1	0.6	1
46.468	n/a	23234	fixpoint_ON	4	n/a	n/a	n/a
46.978	2.4	23489	stim_ON	8	1	1	2
49.888	n/a	24944	fixpoint_ON	4	n/a	n/a	n/a
50.398	2.4	25199	stim_ON	8	1	0	3
53.308	n/a	26654	fixpoint_ON	4	n/a	n/a	n/a
53.818	2.4	26909	stim_ON	8	1	0.3	2
56.728	n/a	28364	fixpoint_ON	4	n/a	n/a	n/a
57.238	2.4	28619	stim_ON	8	1	0.6	1
60.148	n/a	30074	fixpoint_ON	4	n/a	n/a	n/a
60.658	2.4	30329	stim_ON	8	1	1	3
63.568	n/a	31784	fixpoint_ON	4	n/a	n/a	n/a
64.078	2.4	32039	stim_ON	8	1	0	2
66.988	n/a	33494	fixpoint_ON	4	n/a	n/a	n/a
67.498	2.4	33749	stim_ON	8	1	0.3	3
70.408	n/a	35204	fixpoint_ON	4	n/a	n/a	n/a
70.918	2.4	35459	stim_ON	8	1	0.6	1
73.828	n/a	36914	fixpoint_ON	4	n/a	n/a	n/a
74.338	2.4	37169	stim_ON	8	1	1	2
77.248	n/a	38624	fixpoint_ON	4	n/a	n/a	n/a
77.758	2.4	38879	stim_ON	8	0	0	3
80.668	n/a	40334	fixpoint_ON	4	n/a	n/a	n/a
81.178	2.4	40589	stim_ON	8	0	0.3	1
84.088	n/a	42044	fixpoint_ON	4	n/a	n/a	n/a
84.598	2.4	42299	stim_ON	8	0	0.6	2
87.508	n/a	43754	fixpoint_ON	4	n/a	n/a	n/a
88.018	2.4	44009	stim_ON	8	0	1	3
90.928	n/a	45464	fixpoint_ON	4	n/a	n/a	n/a
91.438	2.4	45719	stim_ON	8	1	1	1
94.348	n/a	47174	fixpoint_ON	4	n/a	n/a	n/a
94.858	2.4	47429	stim_ON	8	1	0.6	3
97.768	n/a	48884	fixpoint_ON	4	n/a	n/a	n/a
98.278	2.4	49139	stim_ON	8	1	0.3	2
101.188	n/a	50594	fixpoint_ON	4	n/a	n/a	n/a
101.698	2.4	50849	stim_ON	8	1	0	1
104.608	n/a	52304	fixpoint_ON	4	n/a	n/a	n/a
105.118	2.4	52559	stim_ON	8	1	1	1
108.026	n/a	54013	fixpoint_ON	4	n/a	n/a	n/a
108.538	2.4	54269	stim_ON	8	1	0.6	2
111.446	n/a	55723	fixpoint_ON	4	n/a	n/a	n/a
111.956	2.4	55978	stim_ON	8	1	0.3	3
114.866	n/a	57433	fixpoint_ON	4	n/a	n/a	n/a
115.376	2.4	57688	stim_ON	8	1	0	1
118.286	n/a	59143	fixpoint_ON	4	n/a	n/a	n/a
118.798	2.4	59399	stim_ON	8	0	0	2
121.706	n/a	60853	fixpoint_ON	4	n/a	n/a	n/a
122.216	2.4	61108	stim_ON	8	1	0	3
125.126	n/a	62563	fixpoint_ON	4	n/a	n/a	n/a
125.636	2.4	62818	stim_ON	8	0	0.3	1
128.546	n/a	64273	fixpoint_ON	4	n/a	n/a	n/a
129.058	2.4	64529	stim_ON	8	1	0.3	2
131.966	n/a	65983	fixpoint_ON	4	n/a	n/a	n/a
132.476	2.4	66238	stim_ON	8	0	0.6	3
135.386	n/a	67693	fixpoint_ON	4	n/a	n/a	n/a
135.896	2.4	67948	stim_ON	8	1	0.6	1
138.806	n/a	69403	fixpoint_ON	4	n/a	n/a	n/a
139.316	2.4	69658	stim_ON	8	0	1	2
142.226	n/a	71113	fixpoint_ON	4	n/a	n/a	n/a
142.736	2.4	71368	stim_ON	8	1	1	3
145.646	n/a	72823	fixpoint_ON	4	n/a	n/a	n/a
146.156	2.4	73078	stim_ON	8	1	1	1
149.066	n/a	74533	fixpoint_ON	4	n/a	n/a	n/a
149.576	2.4	74788	stim_ON	8	1	0.6	2
152.486	n/a	76243	fixpoint_ON	4	n/a	n/a	n/a
152.996	2.4	76498	stim_ON	8	1	0.3	3
155.906	n/a	77953	fixpoint_ON	4	n/a	n/a	n/a
156.416	2.4	78208	stim_ON	8	1	0	1
159.326	n/a	79663	fixpoint_ON	4	n/a	n/a	n/a
159.836	2.4	79918	stim_ON	8	1	1	1
162.756	n/a	81378	fixpoint_ON	4	n/a	n/a	n/a
163.266	2.4	81633	stim_ON	8	1	0.6	3
166.176	n/a	83088	fixpoint_ON	4	n/a	n/a	n/a
166.686	2.4	83343	stim_ON	8	1	0.3	2
169.596	n/a	84798	fixpoint_ON	4	n/a	n/a	n/a
170.106	2.4	85053	stim_ON	8	1	0	1
