onset	duration	sample	value	event_code
0	n/a	0	break cnt	break cnt
2.984	n/a	1492	resting_start	90
68.152	n/a	34076	break cnt	break cnt
99.292	n/a	49646	instructed_toOpenEyes	20
119.292	n/a	59646	instructed_toCloseEyes	30
159.286	n/a	79643	instructed_toOpenEyes	20
179.292	n/a	89646	instructed_toCloseEyes	30
219.288	n/a	109644	instructed_toOpenEyes	20
239.286	n/a	119643	instructed_toCloseEyes	30
279.292	n/a	139646	instructed_toOpenEyes	20
299.286	n/a	149643	instructed_toCloseEyes	30
339.286	n/a	169643	instructed_toOpenEyes	20
359.286	n/a	179643	instructed_toCloseEyes	30
399.288	n/a	199644	instructed_toOpenEyes	20
403.959	n/a	201979.5	boundary	boundary
